Country Name,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Lebanon,"Population, total",SP.POP.TOTL,,3359875,3863271,3986865,4057041,4085426,4109389,4181742,4337156,4388637,4440728,4493438,4546774,..
Lebanon,Population growth (annual %),SP.POP.GROW,2.4631562893,3.7757384624,4.2785816888,3.1490973826,1.7448682382,0.6972116678,0.5848348816,1.7453550477,3.6490927637,1.1799866748,1.1799626449,1.1799783346,1.1799860193,..
Lebanon,Surface area (sq. km),AG.SRF.TOTL.K2,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,..
Lebanon,Population density (people per sq. km of land area),EN.POP.DNST,316.2639296188,328.4335288368,377.6413489736,389.7228739003,396.5826979472,399.3573802542,401.6998044966,408.7724340176,423.9644183773,428.9967741935,434.0887585533,439.2412512219,444.4549364614,..
Lebanon,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,28.6,..,..,..,..,..,..,..,..,..,..,..
Lebanon,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,17692044628.3112,17812051601.6963,21627730296.8435,22866247615.997,22941340601.7785,25554180185.4068,28613074933.5044,32768353745.0204,36652676507.7434,39802505004.9797,41797104516.9549,43192746948.8166,45599934931.6303,..
Lebanon,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,5470,5300,5600,5740,5650,6250,6960,7840,8450,9070,9410,9610,10030,..
Lebanon,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,32220903379.1423,33491580432.084,39447430014.8806,43133778188.2132,45954428554.0332,52725441129.8401,57798325531.1857,62865911512.6059,68244834978.8042,72220271571.9826,74983716155.629,76146739142.4858,79989631742.317,..
Lebanon,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,9960,9970,10210,10820,11330,12910,14060,15030,15730,16460,16890,16950,17590,..
Lebanon,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.3908292683,74.8949268293,76.5216585366,77.0715853659,77.5967317073,78.0833170732,78.5224146341,78.9100731707,79.2527804878,79.5589268293,79.8463658537,80.1288780488,..,..
Lebanon,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.226,2.137,1.854,1.765,1.686,1.621,1.57,1.535,1.513,1.502,1.498,1.495,..,..
Lebanon,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,22.9218,21.1314,16.5954,15.2226,13.8498,12.477,12.701,12.925,13.149,13.373,13.597,13.1262,12.6554,..
Lebanon,Contraceptive prevalence (% of women ages 15-49),SP.DYN.CONU.ZS,62.7,..,58,..,..,..,..,53.7,..,..,..,..,..,..
Lebanon,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,98,..,..,..,..,..,..,..,..,..,..,..
Lebanon,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,20,18.8,15.2,14.1,13,12.1,11.3,10.7,10.1,9.7,9.3,8.9,8.6,8.3
Lebanon,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,4.1999998093,..,..,..,..,..,..,..,..,..,..,..
Lebanon,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,71,65,58,63,69,74,79,79,79,79,79,79,79,..
Lebanon,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,115.4069137573,111.8308868408,91.1465377808,83.1032714844,80.4760894775,82.1598129272,84.7531967163,84.0347595215,86.7712402344,84.7478027344,86.1963500977,89.265083313,..,..
Lebanon,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,130.983001709,127.8276290894,107.78540802,103.5906295776,100.6442718506,101.4459991455,101.3630371094,102.3739624023,103.4031829834,103.7442169189,106.5789794922,113.4518127441,..,..
Lebanon,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,92.7477416992,89.4156112671,84.7435302734,80.6659164429,77.2925872803,76.055267334,75.2670516968,76.1444396973,74.3497314453,76.1282119751,73.9830627441,75.0457763672,..,..
Lebanon,"Gross enrolment ratio, primary and secondary, gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.0428199768,1.0456899405,0.96529001,0.9548400044,0.9471399784,0.9559800029,0.9535700083,0.9558899999,0.9552699924,0.9502099752,0.9528499842,0.9539300203,..,..
Lebanon,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
Lebanon,Forest area (sq. km),AG.LND.FRST.K2,1310,1321,1354,1370,1365.8,1366.6,1367.4,1368.2,1370,1369.8,1370.6,1371.4,..,1370
Lebanon,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,0.4101385856,0.3607752868,0.3607752868,0.3607752868,0.3607752868,0.3607752868,0.3607752868,0.3607752868,0.437703536,..,0.4776027489,..,..,..
Lebanon,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,..,..,27.2916666667,..,..,..,..,..,27.2916666667,..,..
Lebanon,Improved water source (% of population with access),SH.H2O.SAFE.ZS,85.7,86.9,90.5,91.7,92.9,94.1,95.3,96.5,97.7,99,99,99,99,99
Lebanon,Improved sanitation facilities (% of population with access),SH.STA.ACSN,82.7,82.7,82.2,82,81.8,81.6,81.3,81.1,80.9,80.7,80.7,80.7,80.7,80.7
Lebanon,Urban population growth (annual %),SP.URB.GROW,2.5969849538,3.9093505651,4.415151843,3.285465715,1.8822108746,0.834387416,0.722941352,1.8832764522,3.7879912578,1.3186806802,1.3196010361,1.3194215256,1.3192495646,..
Lebanon,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1517.2291971886,1566.2677927006,1368.8107823655,1265.2256848426,1182.3609867389,1035.3921475998,1322.6012431532,1590.7083698612,1471.5380309124,1446.7911107708,1615.8201988503,..,..,..
Lebanon,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.7240373619,4.8229392463,4.3577571959,4.07458241,3.5729614268,3.3093804661,4.202060939,5.0010022139,4.6324118847,4.668312508,..,..,..,..
Lebanon,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,3019.4289387955,2980.468023364,2881.7548652424,2834.5579797661,2713.0610708642,2805.5825757216,2978.3016404629,3141.5137519244,3478.7773370384,3494.7068987478,3102.419242971,..,..,..
Lebanon,GDP at market prices (current US$),NY.GDP.MKTP.CD,17260364842.4544,17649751243.7811,20955223880.597,21287562189.0547,21796351575.4561,24577114427.8607,28829850746.2687,35139635157.5456,38009950248.7562,40078938640.1327,43205095854.063,44352418120.4643,45730945273.6318,..
Lebanon,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.3440665296,3.9535161259,7.4788023167,2.7023409441,1.6027731648,9.4040866005,9.0980766737,10.3009126529,7.9960862788,2.0045863033,2.1999999999,0.9000000002,2,..
Lebanon,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-2.0901037259,-1.6329983179,-2.9171189994,-1.087021011,0.7748853951,3.065554092,7.5212756276,10.5034273291,0.1594741867,3.3711177101,5.4794520549,1.739866536,1.0863938702,..
Lebanon,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,7.1103128012,6.6826593557,4.3308085384,3.9606721986,4.816453189,5.3498918166,4.8363977857,4.4349161654,4.2870474783,4.125085564,6.1186546991,7.1773135764,5.540466604,..
Lebanon,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,22.7591343205,23.2864976011,16.2722429602,16.0972038212,15.8589726661,16.5387237322,16.8940292606,17.0357097146,14.9375899211,16.1256619952,20.4763449046,19.6932616083,24.7944725792,..
Lebanon,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,70.1305528783,70.0308430432,79.3969485014,79.9421239802,79.324574145,78.1113844512,78.2695729537,78.5293741201,80.7753626006,79.7492524408,73.4050003963,73.1294248153,69.6650608168,..
Lebanon,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,14.1775557264,15.6049159995,36.2234884457,37.8174566078,36.6790431554,38.2267206478,39.6516417018,34.1154927982,36.260034904,36.2253595723,46.5600139599,45.7040466629,39.9565984984,..
Lebanon,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,35.9377401998,39.9518923592,58.3032605255,58.5522420616,57.9737050338,63.0607287449,69.8626354663,58.6336435543,61.8568935428,64.1784868998,73.5477882905,75.3983349715,70.1841485837,..
Lebanon,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,20.4112221368,22.8135453076,22.7192149414,22.7228818049,20.3664252237,24.1106612686,27.6937944364,26.3096294339,24.8289703316,26.7415879111,29.4018746976,30.4096414844,30.8,..
Lebanon,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,16.0311299001,16.0093208554,22.1592276037,21.3524259138,20.4807048512,21.3052010796,21.8339844918,22.1075597946,20.3040052356,21.777391218,20.3188626389,..,..,..
Lebanon,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,-18.4023827825,-15.0460405157,-8.6568534346,-8.0467908012,-11.2611789275,-11.3621187584,-10.1539574273,-8.1844731747,-7.5884281592,-6.4196242449,-8.7814921037,..,..,..
Lebanon,Time required to start a business (days),IC.REG.DURS,..,..,53,53,53,53,18,15,15,15,15,15,15,15
Lebanon,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,11.9012298232,11.8780771977,16.6698322254,15.317575021,15.1641487613,15.0962780027,16.5830146568,16.9810016423,17.0367905759,16.3152948576,15.4835798652,..,..,..
Lebanon,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,5.3881629516,5.4309016424,4.5552389997,4.5215169362,4.629009678,4.6882591093,4.0565104346,4.0586713986,4.1710296684,4.0583260233,4.06714508,4.0292384324,4.638856735,..
Lebanon,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,22.9648449332,22.8363712175,22.9512438038,24.9207585409,27.1195833741,30.436157382,34.0891065835,56.283488944,65.9664434663,77.1900167593,80.8070833313,80.5636740661,88.3477845166,..
Lebanon,Internet users (per 100 people),IT.NET.USER.P2,7.9527437364,6.7832197753,9,10.14,15,18.74,22.53,30.14,43.68,52,61.2497857183,70.5,74.7,..
Lebanon,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,2.344914515,2.4892278084,2.4192479807,2.8337751188,2.7637603853,2.2364356577,2.4403158584,4.5329092091,12.7965179575,2.3818067663,2.0060150735,2.2143709845,..,..
Lebanon,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,..,..,42.2222222222,48.8888888889,48.8888888889,48.8888888889,54.4444444444,54.4444444444,56.6666666667,63.3333333333,66.6666666667,66.6666666667,62.2222222222,65.5555333333
Lebanon,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,40.2366929285,48.0063423159,56.3487179487,56.230017762,57.1701183882,64.3891700405,73.562642369,59.0814329942,61.7759293194,65.9049388437,63.7887717993,61.3089458305,56.161095832,..
Lebanon,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,100,102.1965299328,100.4213259532,92.8676431062,95.4786741022,97.1588970411,97.3640683704,103.155927581,101.3109461737,99.4519911049,99.6871688405,98.1340427189,..,..
Lebanon,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,10247554000,12899511000,23133833000,23333604000,25118741000,25642489000,24328157000,24803099000,24590506000,24767153000,28950745000,30946685000,30608412000,..
Lebanon,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,33.8787667079,24.2961637479,26.7080087906,24.4066649741,17.8403246637,19.9306429674,18.7238823773,19.9613431189,18.0735559863,16.6888191366,16.6280604341,..
Lebanon,Net migration,SM.POP.NETM,..,..,..,..,..,183370,..,..,..,..,1250000,..,..,..
Lebanon,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,..,..,5591436035,4924310615.23333,5202237750,5769240000,7180590000,7558138453.77696,6914055025.09956,6913472231.09683,6671241574.08093,8084932287.28945,7404023333.16324,..
Lebanon,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,1898780570.45821,2623502612.40255,2674534372.19901,3375980757.8597,4333045470.38383,4803602660.45614,4279880834.52716,3490150694.29049,3169656064.95538,2879838136.69746,2953635486.53741,..
Lebanon,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,200010000,198420000,265750000,230480000,819040000,978970000,1069870000,580290000,447930000,473600000,710240000,626400000,..,..
Lebanon,"2005 PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP.05,..,..,..,847.5175850572,..,..,..,..,..,..,..,..,..,..
Lebanon,"2005 PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP.05,..,..,..,1107.1231613088,..,..,..,..,..,..,..,..,..,..
Lebanon,Access to electricity (% of population),EG.ELC.ACCS.ZS,95,..,..,..,..,..,..,..,99.9,..,100,..,..,..
Lebanon,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,94.48065,..,..,..,..,..,..,..,99.2,..,100,..,..,..
Lebanon,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,95.0845453488,..,..,..,..,..,..,..,100,..,100,..,..,..
Lebanon,Access to non-solid fuel (% of population),EG.NSF.ACCS.ZS,99.9875434529,..,..,..,..,..,..,..,99.9900000003,..,99.9900000003,..,..,..
Lebanon,"Access to non-solid fuel, rural (% of rural population)",EG.NSF.ACCS.RU.ZS,..,..,..,..,..,..,..,..,100,..,100,..,..,..
Lebanon,"Access to non-solid fuel, urban (% of urban population)",EG.NSF.ACCS.UR.ZS,..,..,..,..,..,..,..,..,99.9885236874,..,99.9885530601,..,..,..
Lebanon,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,..,..,96.1615905762,91.8801422119,88.8487167358,89.3091583252,89.5418319702,90.3637390137,92.1773300171,93.323600769,95.8146133423,95.9274215698,..,..
Lebanon,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,..,..,94.2072982788,89.3307876587,85.8075408936,86.2533416748,86.4779586792,86.8710174561,88.8852615356,89.9858627319,92.6663131714,93.1311416626,..,..
Lebanon,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,..,..,98.1269683838,94.4731063843,91.9769363403,92.4499282837,92.6905822754,93.955116272,95.5649871826,96.7603302002,99.0332794189,98.7644805908,..,..
Lebanon,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,0.8058797024,3.6714960209,25.3779958782,1.7964427353,-4.8224226787,10.3680367034,6.0469378946,17.9205088445,5.0363157999,0.3708923276,9.7905169133,5.4297777367,..,..
Lebanon,Adjusted net national income (constant 2005 US$),NY.ADJ.NNTY.KD,15647214986.5727,16221701862.1801,17788834262.0405,18108400482.8423,17235136871.2019,19022082187.8831,20172335684.0514,23787320884.4563,24985325484.5276,25077994139.7682,27533259397.5459,29028254186.4914,..,..
Lebanon,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,15125631977.6143,15173061483.8665,17513091469.3241,18108400482.8423,17628558349.4795,20548727980.5906,24102030517.4828,29352429524.4598,31575521401.8095,33567045973.9041,36297523470.5655,37096188465.0269,..,..
Lebanon,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,-1.6467960402,-0.1698917978,20.1267366787,-1.359277246,-6.4687411818,9.6012141684,5.4285484521,15.8802341034,1.2725328085,-0.8065105672,8.5026429844,4.1930401686,..,..
Lebanon,Adjusted net national income per capita (constant 2005 US$),NY.ADJ.NNTY.PC.KD,4836.2835235962,4828.0670745727,4604.6043008737,4542.0149623432,4248.2037699895,4656.0829122552,4908.8406291182,5688.3760127852,5760.7624638191,5714.3013057968,6200.1679448833,6460.143477331,..,..
Lebanon,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,4675.0712366443,4515.9601127621,4533.2288284524,4542.0149623432,4345.1762872201,5029.7638436214,5865.1129200674,7019.1871053881,7280.2364964068,7648.6266633363,8173.7776937848,8255.6359885297,..,..
Lebanon,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,..,..,-6.0562862648,-6.2484662377,-8.9810270405,-3.8455778185,-9.5012475278,-8.4902740604,-10.4073565049,-10.2210971046,-0.4120602511,6.1944370007,..,..
Lebanon,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,..,..,-1219592149.15599,-1318498995.15052,-1974025394.44181,-973616255.768876,-2780734935.4789,-2964085013.61062,-3902867992.50119,-4108225099.51092,-178182784.174732,2726835183.27046,..,..
Lebanon,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,..,..,..,-6.6168121137,..,..,..,..,-10.6553418988,-10.4690824985,-0.660045645,5.9464516068,..,..
Lebanon,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,..,..,..,-1396224255.84937,..,..,..,..,-3995865119.67192,..,..,..,..,..
Lebanon,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.5920846074,0.6497926442,0.6493163656,0.6240048029,0.5567683071,0.4677013592,0.5324168508,0.5503823786,0.5035024054,0.4940650578,0.4827899243,0.4907516239,..,..
Lebanon,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,104096554.996441,114205938.748219,130756887.505124,131672265.528786,122377404.296324,118411762.203515,155822709.897677,192146937.598431,188818690.045679,198582446.736976,208767656.328201,216032351.944445,..,..
Lebanon,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,13.9678169838,13.6704811463,13.0329795967,14.1829235724,19.7971010567,18.8368804937,17.6479012981,15.9234064282,15.8009677272,16.4865536564,16.059417838,15.7301461334,..,..
Lebanon,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,2455732864.38566,2402689760.13349,2624532411.67586,2992761706.15774,4351393225.52049,4769086447.40936,5165020228.51723,5559105633.54019,5925528847.19051,6626536549.09595,6944401395.43453,6924522100.9731,..,..
Lebanon,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,1.7,2.7,2.5,2.4,2.5,2.3,1.6,1.6,1.5,1.4,1.8,1.8,..,..
Lebanon,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,298883202.314,474545283.588,503440597.025,506427892.536,549498789.375,582309731.844,468272811.936,558584562.528,562515753.735,562710155.322,778354647.588,792372790.188,..,..
Lebanon,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Lebanon,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Lebanon,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,..,..,5.126009696,6.158462138,8.872842324,13.15900404,7.07907062,6.383514747,4.397113629,5.359521611,14.33014751,20.61533476,..,..
Lebanon,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Lebanon,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Lebanon,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Lebanon,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Lebanon,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Lebanon,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,..,..,-7.9069698992,-8.0244614348,-10.9242587334,-5.6778764593,-10.5688306771,-9.5398916818,-11.4038540995,-11.1270320468,-1.7292703268,4.8851886246,..,..
Lebanon,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,..,..,-1592275858.67586,-1693254622.15774,-2401146779.52049,-1437514225.40936,-3093185037.51723,-3330522638.54019,-4276565056.19051,-4472352808.09595,-747769775.43453,2150494745.0269,..,..
Lebanon,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,..,..,..,0.3683458759,..,..,..,..,0.2479853939,..,..,..,..,..
Lebanon,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,..,..,..,77725260.6988457,..,..,..,..,92997127.1707217,..,..,..,..,..
Lebanon,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,89.6124420166,..,..,..,..,..,..,..,..
Lebanon,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,85.9677810669,..,..,..,..,..,..,..,..
Lebanon,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,93.378944397,..,..,..,..,..,..,..,..
Lebanon,Age dependency ratio (% of working-age population),SP.POP.DPND,55.6323390549,56.0281827102,55.6480819321,54.7315218227,53.4252589805,51.7722249754,49.9367690864,48.3215434905,47.3136186321,46.9443985914,46.9471110096,47.236592386,47.4697958932,..
Lebanon,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,11.0629330196,11.0938771985,11.4009963518,11.5507673965,11.7153768978,11.8680934121,12.0204776214,12.1854623151,12.3688040582,12.2259883071,12.1135079865,12.0361499,11.9936494345,..
Lebanon,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,44.5694060353,44.9343055118,44.2470855803,43.1807544261,41.7098820827,39.9041315633,37.916291465,36.1360811754,34.9448145739,34.7184102843,34.8336030232,35.200442486,35.4761464587,..
Lebanon,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,..,..,19.7399342002,20.0612557427,20.913107511,20.2333481022,..,..,..,..,..,..,..,..
Lebanon,Agricultural land (% of land area),AG.LND.AGRI.ZS,58.1622678397,58.4555229717,62.394916911,63.8318670577,66.3734115347,66.1876832845,64.8093841642,64.8093841642,62.5610948192,63.6363636364,64.3206256109,64.3206256109,..,..
Lebanon,Agricultural land (sq. km),AG.LND.AGRI.K2,5950,5980,6383,6530,6790,6771,6630,6630,6400,6510,6580,6580,..,..
Lebanon,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,23.9024928304,..,..,24.9024199844,..,..,25.1900705322,..,24.8359056236,..,..,..,..,..
Lebanon,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,216.7,..,..,255.2,..,..,275,..,280,..,..,..,..,..
Lebanon,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,57.5777852124,..,..,60.9104938272,..,..,65.1652119701,..,48.3572216097,..,..,..,..,..
Lebanon,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.AG.KT.CE,344.2,..,..,394.7,..,..,418.1,..,219.3,..,..,..,..,..
Lebanon,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,1.8850489696,6.1278186386,1.3713788197,1.5132700392,1.0463613248,0.9038117314,0.9350464272,0.8821935207,0.7360661431,0.7818594518,0.7302021903,0.6921921797,..,..
Lebanon,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1.761061728,1.7982737062,1.3726713453,1.3036075207,1.1887258627,1.330463103,1.2281393953,1.2466109632,1.1444022674,1.1768262484,1.0377991646,1.0117373704,..,..
Lebanon,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,15403.7754088158,15954.2036495224,20159.8863649732,20366.6352920084,21304.7785412144,23096.4177576309,22516.7634901775,25298.3560309251,28272.1694056213,31380.2797405364,35524.4130673735,39594.9187320127,48066.9071904344,..
Lebanon,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,2.1000000028,-2.9000000035,6.0000000026,-4.1552511422,-1.0481181531,2.214732789,-5.463966088,5.3313403116,4.3046357623,7.0294784597,4.8205284795,7.0000000018,11.2802677774,..
Lebanon,"Agriculture, value added (constant 2005 US$)",NV.AGR.TOTL.KD,739381219.623159,717939164.22851,786235568.233954,753565505.804312,745667248.942504,762181786.001819,720536431.685681,758950680.927754,791620743.357396,847267552.994484,888110326.684337,950278049.568305,1057471958.18956,..
Lebanon,"Agriculture, value added (constant LCU)",NV.AGR.TOTL.KN,1748900725500,1698182604400,1859727998500,1782451629600,1763769430500,1802832210400,1704326069800,1795189492600,1872465861500,2004090445900,2100698196600,2247747070400,2501298958900,..
Lebanon,"Agriculture, value added (current LCU)",NV.AGR.TOTL.CN,1623000000000,1560000000000,1195000000000,1136000000000,1459000000000,1805000000000,1957000000000,2079000000000,2205000000000,2290000000000,3547538189700,4362148315900,3493738697200,..
Lebanon,"Agriculture, value added (current US$)",NV.AGR.TOTL.CD,1076616915.42289,1034825870.64677,792703150.912106,753565505.804312,967827529.021559,1197346600.33167,1298175787.72803,1379104477.61194,1462686567.16418,1519071310.11609,2353259163.9801,2893630723.64842,2317571275.09121,..
Lebanon,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,85.204,74.837,84.899,86.61,73.556,81.743,66.621,93.983,48.272,47.699,50.619,70.098,59.5784448,..
Lebanon,"Air transport, passengers carried",IS.AIR.PSGR,805803,815862,1086730,1076258,968820,1074219,1067774,1308382,1893359,2029610,2148669,2241474,2379997.0932,..
Lebanon,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,10435,10317,11807,12013,11274,12172,12306,13532,19882,21306,21880,23566,23085.7236,..
Lebanon,"All education staff compensation, primary (% of total expenditure in primary public institutions)",SE.XPD.MPRM.ZS,..,..,..,..,..,..,..,..,..,..,..,91.7517089844,..,..
Lebanon,"All education staff compensation, secondary (% of total expenditure in secondary public institutions)",SE.XPD.MSEC.ZS,..,..,..,..,..,..,..,..,..,..,95.2626266479,98.2580871582,..,..
